,ACTIVATION_DATE,SUBSCRIPTION_ID,BUNDLE_NAME,REVENUE,PROVINCE,LANGUAGE,Interaction
20796,10/8/2023,3890790444.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
71994,10/11/2023,3890739246.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
67356,10/3/2023,3890743884.0,Hourly Bundle 400MB,10.0,PAKTIA,Dari,1
52085,10/25/2023,3890759155.0,Daily 200MB Data Bundle,15.0,KONDUZ,Dari,1
23369,10/18/2023,3890787871.0,Hourly Bundle 400MB,20.0,NANGARHAR,Pashto,1
81205,10/13/2023,3890730035.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
18049,10/11/2023,3890793191.0,Monthly 550 Min,135.0,KHOST,Dari,1
59797,10/3/2023,3890751443.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
78025,10/18/2023,3890733215.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
24964,10/28/2023,3890786276.0,Hourly Bundle 400MB,10.0,HERAT,Dari,1
70864,10/2/2023,3890740376.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
85452,10/13/2023,3890725788.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
42881,10/30/2023,3890768359.0,Monthly 550 Min,135.0,JOZJAN,Dari,1
7081,10/1/2023,3890804159.0,Hourly Bundle 400MB,20.0,KUNAR,Dari,1
43436,10/27/2023,3890767804.0,Hourly Bundle 400MB,10.0,KABUL,Pashto,1
3261,10/17/2023,3890807979.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
45469,10/2/2023,3890765771.0,Daily 200MB Data Bundle,15.0,LAGHMAN,Pashto,1
60084,10/28/2023,3890751156.0,Monthly 550 Min,135.0,NANGARHAR,Pashto,1
60731,10/9/2023,3890750509.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
734,10/22/2023,3890810506.0,Hourly Bundle 400MB,10.0,PAKTIKA,Dari,1
88002,10/16/2023,3890723238.0,Daily 200MB Data Bundle,30.0,KABUL,English,1
8048,10/7/2023,3890803192.0,Hourly Bundle 400MB,10.0,KUNAR,Dari,1
42597,10/27/2023,3890768643.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
3304,10/18/2023,3890807936.0,Daily 200MB Data Bundle,15.0,FARYAB,Dari,1
87008,10/14/2023,3890724232.0,Daily 200MB Data Bundle,30.0,NANGARHAR,English,1
26721,10/26/2023,3890784519.0,Hourly Bundle 400MB,10.0,KABUL,Pashto,1
43617,10/30/2023,3890767623.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
80794,10/10/2023,3890730446.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
92565,10/10/2023,3890718675.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
70605,10/30/2023,3890740635.0,Daily 200MB Data Bundle,30.0,KABUL,Pashto,1
30256,10/26/2023,3890780984.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
98358,10/20/2023,3890712882.0,Hourly Bundle 400MB,10.0,KHOST,Pashto,1
99120,10/11/2023,3890712120.0,Daily 200MB Data Bundle,45.0,PAKTIA,Dari,1
89996,10/29/2023,3890721244.0,Monthly 550 Min,135.0,TAKHAR,Dari,1
11882,10/12/2023,3890799358.0,Daily 200MB Data Bundle,30.0,KABUL,Dari,1
32471,10/28/2023,3890778769.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
21590,10/14/2023,3890789650.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Dari,1
21588,10/22/2023,3890789652.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
11006,10/22/2023,3890800234.0,Hourly Bundle 400MB,10.0,KABUL,Pashto,1
42330,10/2/2023,3890768910.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
33138,10/6/2023,3890778102.0,Hourly Bundle 400MB,30.0,BALKH,Pashto,1
79777,10/1/2023,3890731463.0,Hourly Bundle 400MB,10.0,HELMAND,Dari,1
56064,10/6/2023,3890755176.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
82164,10/26/2023,3890729076.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
28626,10/6/2023,3890782614.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
96679,10/6/2023,3890714561.0,Daily 200MB Data Bundle,30.0,FARYAB,Dari,1
39687,10/16/2023,3890771553.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
8757,10/16/2023,3890802483.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
95905,10/9/2023,3890715335.0,Daily 200MB Data Bundle,30.0,BAGHLAN,Pashto,1
33385,10/23/2023,3890777855.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
97386,10/16/2023,3890713854.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
99905,10/14/2023,3890711335.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
1356,10/15/2023,3890809884.0,Daily 200MB Data Bundle,15.0,NIMROZ,Dari,1
37924,10/11/2023,3890773316.0,Hourly Bundle 400MB,10.0,BAGHLAN,Dari,1
68373,10/3/2023,3890742867.0,Monthly 1000 Min for 200 Afs Subs,200.0,KHOST,Pashto,1
68726,10/15/2023,3890742514.0,Daily 200MB Data Bundle,15.0,GHAZNI,English,1
5096,10/2/2023,3890806144.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
34696,10/3/2023,3890776544.0,Hourly Bundle 400MB,30.0,NANGARHAR,Pashto,1
47301,10/28/2023,3890763939.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
72596,10/5/2023,3890738644.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
11739,10/7/2023,3890799501.0,Daily 200MB Data Bundle,30.0,TAKHAR,Dari,1
1096,10/18/2023,3890810144.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
96243,10/12/2023,3890714997.0,Hourly Bundle 400MB,20.0,LAGHMAN,Pashto,1
92407,10/8/2023,3890718833.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Dari,1
73180,10/26/2023,3890738060.0,Daily 200MB Data Bundle,15.0,KONDUZ,Dari,1
92753,10/31/2023,3890718487.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
45014,10/9/2023,3890766226.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
90294,10/7/2023,3890720946.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
54008,10/11/2023,3890757232.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
68408,10/20/2023,3890742832.0,Monthly 550 Min,135.0,NANGARHAR,Dari,1
31840,10/26/2023,3890779400.0,Daily 200MB Data Bundle,15.0,PAKTIKA,Pashto,1
6298,10/3/2023,3890804942.0,Daily 200MB Data Bundle,15.0,BALKH,Dari,1
12740,10/7/2023,3890798500.0,Hourly Bundle 400MB,20.0,QANDAHAR,Dari,1
70909,10/3/2023,3890740331.0,Hourly Bundle 400MB,30.0,NANGARHAR,Pashto,1
71726,10/26/2023,3890739514.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
46761,10/2/2023,3890764479.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
15841,10/12/2023,3890795399.0,Daily 200MB Data Bundle,30.0,BALKH,Dari,1
94660,10/3/2023,3890716580.0,Monthly 2.5GB Special Offer,250.0,BAGHLAN,Pashto,1
99437,10/22/2023,3890711803.0,Hourly Bundle 400MB,20.0,PARWAN,Dari,1
74794,10/9/2023,3890736446.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
23260,10/29/2023,3890787980.0,Daily 200MB Data Bundle,30.0,PARWAN,English,1
82008,10/23/2023,3890729232.0,Daily 200MB Data Bundle,15.0,PARWAN,Dari,1
21769,10/6/2023,3890789471.0,Daily 200MB Data Bundle,30.0,KABUL,Dari,1
79420,10/10/2023,3890731820.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
70485,10/19/2023,3890740755.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
55607,10/31/2023,3890755633.0,Hourly Bundle 400MB,20.0,KABUL,Pashto,1
99698,10/7/2023,3890711542.0,Hourly Bundle 400MB,11.0,LOGAR,Dari,1
84995,10/7/2023,3890726245.0,Hourly Bundle 400MB,40.0,GHAZNI,Dari,1
38060,10/19/2023,3890773180.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
60813,10/10/2023,3890750427.0,Daily 200MB Data Bundle,45.0,FARYAB,Dari,1
67025,10/6/2023,3890744215.0,Hourly Bundle 400MB,30.0,KABUL,Dari,1
89037,10/27/2023,3890722203.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
24598,10/26/2023,3890786642.0,Hourly Bundle 400MB,30.0,KABUL,Dari,1
84501,10/6/2023,3890726739.0,Monthly 20GB for 999AFN,999.0,KABUL,Dari,1
28076,10/4/2023,3890783164.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
8958,10/25/2023,3890802282.0,Hourly Bundle 400MB,20.0,LOGAR,Pashto,1
28002,10/12/2023,3890783238.0,Monthly 550 Min,135.0,JOZJAN,Dari,1
2416,10/24/2023,3890808824.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
53943,10/16/2023,3890757297.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
22028,10/5/2023,3890789212.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
5996,10/22/2023,3890805244.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
81507,10/30/2023,3890729733.0,Hourly Bundle 400MB,10.0,GHAZNI,Pashto,1
70433,10/7/2023,3890740807.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
16302,10/5/2023,3890794938.0,Hourly Bundle 400MB,10.0,KABUL,Pashto,1
89286,10/13/2023,3890721954.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
63281,10/4/2023,3890747959.0,Hourly Bundle 400MB,10.0,LAGHMAN,Pashto,1
42453,10/12/2023,3890768787.0,Monthly 550 Min,135.0,KABUL,Dari,1
2246,10/5/2023,3890808994.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
53803,10/21/2023,3890757437.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
30586,10/25/2023,3890780654.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
49089,10/7/2023,3890762151.0,Daily 200MB Data Bundle,15.0,FARYAB,Dari,1
43461,10/24/2023,3890767779.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
58356,10/9/2023,3890752884.0,Hourly Bundle 400MB,30.0,KABUL,Dari,1
56063,10/29/2023,3890755177.0,Daily 200MB Data Bundle,15.0,PARWAN,Dari,1
41498,10/11/2023,3890769742.0,Hourly Bundle 400MB,30.0,KABUL,Dari,1
57570,10/15/2023,3890753670.0,Hourly 50 Onnet Min,10.0,KABUL,Dari,1
27363,10/11/2023,3890783877.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
18170,10/7/2023,3890793070.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
46493,10/3/2023,3890764747.0,Hourly Bundle 400MB,30.0,NANGARHAR,Pashto,1
20087,10/11/2023,3890791153.0,Daily 200MB Data Bundle,30.0,HERAT,Dari,1
9552,10/12/2023,3890801688.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
1165,10/19/2023,3890810075.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
70863,10/26/2023,3890740377.0,Daily 200MB Data Bundle,30.0,HERAT,Dari,1
32275,10/7/2023,3890778965.0,Hourly Bundle 400MB,50.0,KABUL,Dari,1
93880,10/26/2023,3890717360.0,Monthly 550 Min,135.0,JOZJAN,Dari,1
37495,10/3/2023,3890773745.0,Monthly 1000 Min for 200 Afs Subs,200.0,KUNAR,Pashto,1
63079,10/4/2023,3890748161.0,Daily 200MB Data Bundle,30.0,KABUL,Pashto,1
41461,10/5/2023,3890769779.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
63270,10/18/2023,3890747970.0,Monthly 550 Min,135.0,JOZJAN,Dari,1
39286,10/5/2023,3890771954.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
30996,10/2/2023,3890780244.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
68063,10/20/2023,3890743177.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
86045,10/19/2023,3890725195.0,Monthly 550 Min,135.0,KABUL,Dari,1
58968,10/22/2023,3890752272.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
86965,10/13/2023,3890724275.0,Hourly Bundle 400MB,20.0,KHOST,Pashto,1
41850,10/9/2023,3890769390.0,Daily 200MB Data Bundle,15.0,BALKH,Dari,1
40192,10/6/2023,3890771048.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
50075,10/20/2023,3890761165.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
66880,10/17/2023,3890744360.0,Hourly Bundle 400MB,10.0,JOZJAN,Dari,1
8478,10/9/2023,3890802762.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
45640,10/21/2023,3890765600.0,Hourly Bundle 400MB,10.0,WARDAK,Pashto,1
73984,10/14/2023,3890737256.0,Monthly 550 Min,135.0,LAGHMAN,Pashto,1
12606,10/29/2023,3890798634.0,Daily 200MB Data Bundle,30.0,BALKH,Dari,1
30447,10/11/2023,3890780793.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
74530,10/29/2023,3890736710.0,Daily 200MB Data Bundle,15.0,BALKH,Dari,1
25867,10/3/2023,3890785373.0,Daily 200MB Data Bundle,30.0,KABUL,Dari,1
97845,10/27/2023,3890713395.0,Monthly 550 Min,135.0,NANGARHAR,Pashto,1
14562,10/31/2023,3890796678.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
15419,10/1/2023,3890795821.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
41103,10/4/2023,3890770137.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
28691,10/5/2023,3890782549.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
60325,10/27/2023,3890750915.0,Hourly Bundle 400MB,10.0,BALKH,Dari,1
13748,10/26/2023,3890797492.0,Daily 200MB Data Bundle,30.0,HERAT,Dari,1
36831,10/27/2023,3890774409.0,Daily 200MB Data Bundle,15.0,LOGAR,Dari,1
14132,10/10/2023,3890797108.0,Daily 200MB Data Bundle,30.0,KABUL,Dari,1
95540,10/25/2023,3890715700.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
6838,10/26/2023,3890804402.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
98023,10/7/2023,3890713217.0,Hourly 50 Onnet Min,10.0,NANGARHAR,Pashto,1
99023,10/16/2023,3890712217.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
61550,10/19/2023,3890749690.0,Daily 200MB Data Bundle,15.0,KHOST,Pashto,1
32184,10/30/2023,3890779056.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
92333,10/31/2023,3890718907.0,Hourly Bundle 400MB,30.0,KABUL,Dari,1
13794,10/22/2023,3890797446.0,Daily 200MB Data Bundle,15.0,GHAZNI,Dari,1
66308,10/25/2023,3890744932.0,Monthly 1000 Min for 200 Afs Subs,200.0,NANGARHAR,Pashto,1
76654,10/16/2023,3890734586.0,Daily 200MB Data Bundle,15.0,KONDUZ,Dari,1
61861,10/8/2023,3890749379.0,Hourly 50 Onnet Min,10.0,KABUL,Dari,1
34014,10/30/2023,3890777226.0,Monthly 550 Min,135.0,JOZJAN,Dari,1
95404,10/8/2023,3890715836.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
72827,10/16/2023,3890738413.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
126,10/9/2023,3890811114.0,Hourly Bundle 400MB,20.0,KABUL,Pashto,1
73616,10/6/2023,3890737624.0,Daily 200MB Data Bundle,15.0,WARDAK,Pashto,1
66080,10/15/2023,3890745160.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
85858,10/13/2023,3890725382.0,Daily 200MB Data Bundle,15.0,LOGAR,Dari,1
86857,10/25/2023,3890724383.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
72723,10/26/2023,3890738517.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
53640,10/27/2023,3890757600.0,Hourly Bundle 400MB,30.0,KABUL,Dari,1
6360,10/17/2023,3890804880.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
12103,10/27/2023,3890799137.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
43967,10/19/2023,3890767273.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
66786,10/15/2023,3890744454.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
50007,10/28/2023,3890761233.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
59408,10/19/2023,3890751832.0,Daily 200MB Data Bundle,90.0,BALKH,Dari,1
92457,10/29/2023,3890718783.0,Hourly Bundle 400MB,10.0,BALKH,Dari,1
39866,10/31/2023,3890771374.0,Monthly 2.5GB Special Offer,250.0,TAKHAR,Dari,1
82045,10/24/2023,3890729195.0,Hourly Bundle 400MB,20.0,TAKHAR,Dari,1
29943,10/8/2023,3890781297.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
72363,10/7/2023,3890738877.0,Daily 200MB Data Bundle,15.0,HELMAND,Pashto,1
1390,10/3/2023,3890809850.0,Monthly 20GB for 999AFN,999.0,KABUL,Dari,1
87854,10/29/2023,3890723386.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
22305,10/13/2023,3890788935.0,Daily 200MB Data Bundle,15.0,JOZJAN,Dari,1
21614,10/4/2023,3890789626.0,Hourly Bundle 400MB,20.0,PARWAN,Dari,1
25356,10/1/2023,3890785884.0,Hourly Bundle 400MB,10.0,GHAZNI,English,1
29118,10/6/2023,3890782122.0,Daily 200MB Data Bundle,30.0,KABUL,Dari,1
72390,10/10/2023,3890738850.0,Daily 200MB Data Bundle,15.0,KHOST,Dari,1
69110,10/1/2023,3890742130.0,Daily 200MB Data Bundle,15.0,BAGHLAN,Pashto,1
31456,10/14/2023,3890779784.0,Daily 200MB Data Bundle,15.0,KABUL,English,1
44342,10/28/2023,3890766898.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
3120,10/24/2023,3890808120.0,Hourly Bundle 400MB,20.0,HERAT,Dari,1
72478,10/11/2023,3890738762.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
3055,10/10/2023,3890808185.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
82946,10/28/2023,3890728294.0,Hourly Bundle 400MB,10.0,NANGARHAR,Pashto,1
16179,10/14/2023,3890795061.0,Hourly Bundle 400MB,30.0,KABUL,Dari,1
26086,10/15/2023,3890785154.0,Hourly Bundle 400MB,30.0,PAKTIKA,Dari,1
9436,10/30/2023,3890801804.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
10455,10/5/2023,3890800785.0,Daily 200MB Data Bundle,15.0,JOZJAN,Dari,1
48534,10/8/2023,3890762706.0,Hourly Bundle 400MB,10.0,QANDAHAR,Pashto,1
53274,10/1/2023,3890757966.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
14294,10/21/2023,3890796946.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
51535,10/20/2023,3890759705.0,Daily 200MB Data Bundle,15.0,BALKH,Dari,1
33805,10/1/2023,3890777435.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
2978,10/7/2023,3890808262.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
74386,10/3/2023,3890736854.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
86043,10/8/2023,3890725197.0,Daily 200MB Data Bundle,15.0,TAKHAR,Dari,1
3076,10/21/2023,3890808164.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
80078,10/19/2023,3890731162.0,Hourly Bundle 400MB,10.0,BALKH,Dari,1
61841,10/10/2023,3890749399.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
10566,10/28/2023,3890800674.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
82037,10/5/2023,3890729203.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
79204,10/13/2023,3890732036.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
76722,10/5/2023,3890734518.0,Hourly Bundle 400MB,20.0,TAKHAR,Dari,1
49171,10/2/2023,3890762069.0,Daily 200MB Data Bundle,15.0,LAGHMAN,Dari,1
46095,10/7/2023,3890765145.0,Daily 200MB Data Bundle,15.0,GHAZNI,Dari,1
10432,10/1/2023,3890800808.0,Hourly Bundle 400MB,10.0,LAGHMAN,Dari,1
95320,10/10/2023,3890715920.0,Hourly Bundle 400MB,20.0,NANGARHAR,Pashto,1
18667,10/8/2023,3890792573.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
99072,10/30/2023,3890712168.0,Hourly Bundle 400MB,10.0,LAGHMAN,Pashto,1
64864,10/24/2023,3890746376.0,Hourly Bundle 400MB,20.0,PARWAN,Pashto,1
20303,10/23/2023,3890790937.0,Daily 200MB Data Bundle,15.0,BAGHLAN,Dari,1
26744,10/22/2023,3890784496.0,Hourly Bundle 400MB,30.0,KABUL,Dari,1
49605,10/21/2023,3890761635.0,Hourly Bundle 400MB,20.0,LAGHMAN,Pashto,1
74048,10/6/2023,3890737192.0,Daily 200MB Data Bundle,15.0,KUNAR,Pashto,1
39583,10/31/2023,3890771657.0,Hourly Bundle 400MB,30.0,HERAT,Dari,1
89812,10/2/2023,3890721428.0,Monthly 550 Min,120.0,NANGARHAR,Pashto,1
33238,10/10/2023,3890778002.0,Daily 200MB Data Bundle,45.0,NANGARHAR,Pashto,1
21624,10/20/2023,3890789616.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
68089,10/28/2023,3890743151.0,Daily 200MB Data Bundle,15.0,JOZJAN,Dari,1
84452,10/24/2023,3890726788.0,Daily 200MB Data Bundle,15.0,QANDAHAR,Dari,1
88737,10/9/2023,3890722503.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
35301,10/13/2023,3890775939.0,Hourly Bundle 400MB,10.0,TAKHAR,Dari,1
43438,10/12/2023,3890767802.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
45580,10/13/2023,3890765660.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
47739,10/10/2023,3890763501.0,Hourly Bundle 400MB,10.0,KHOST,Pashto,1
82315,10/24/2023,3890728925.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
56244,10/8/2023,3890754996.0,Monthly 2.5GB Special Offer,250.0,JOZJAN,Dari,1
79129,10/7/2023,3890732111.0,Hourly Bundle 400MB,20.0,NANGARHAR,Pashto,1
55009,10/11/2023,3890756231.0,Monthly 550 Min,135.0,NANGARHAR,Pashto,1
43501,10/19/2023,3890767739.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
12011,10/14/2023,3890799229.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
15768,10/4/2023,3890795472.0,Hourly Bundle 400MB,10.0,KABUL,Pashto,1
4089,10/1/2023,3890807151.0,Hourly Bundle 400MB,10.0,PARWAN,Dari,1
34751,10/24/2023,3890776489.0,Hourly 50 Onnet Min,10.0,KABUL,Dari,1
32493,10/21/2023,3890778747.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
36360,10/31/2023,3890774880.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
65383,10/16/2023,3890745857.0,Hourly Bundle 400MB,10.0,LAGHMAN,Pashto,1
58779,10/23/2023,3890752461.0,Daily 200MB Data Bundle,30.0,KABUL,Dari,1
74745,10/6/2023,3890736495.0,Hourly 50 Onnet Min,20.0,KABUL,Pashto,1
88573,10/27/2023,3890722667.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
32700,10/28/2023,3890778540.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
73028,10/27/2023,3890738212.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
49179,10/5/2023,3890762061.0,Hourly Bundle 400MB,50.0,NANGARHAR,Pashto,1
18357,10/22/2023,3890792883.0,Daily 200MB Data Bundle,15.0,JOZJAN,Dari,1
60794,10/8/2023,3890750446.0,Hourly Bundle 400MB,10.0,BALKH,Dari,1
17857,10/12/2023,3890793383.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
52285,10/6/2023,3890758955.0,Daily 200MB Data Bundle,15.0,BALKH,Dari,1
15451,10/10/2023,3890795789.0,Daily 200MB Data Bundle,30.0,HERAT,Dari,1
47473,10/24/2023,3890763767.0,Monthly 550 Min,135.0,NANGARHAR,Dari,1
79878,10/9/2023,3890731362.0,Hourly Bundle 400MB,20.0,KABUL,Pashto,1
80397,10/20/2023,3890730843.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
79287,10/11/2023,3890731953.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
71867,10/19/2023,3890739373.0,Daily 200MB Data Bundle,15.0,JOZJAN,Dari,1
16054,10/25/2023,3890795186.0,Monthly 550 Min,135.0,NANGARHAR,Pashto,1
31145,10/14/2023,3890780095.0,Hourly Bundle 400MB,20.0,BALKH,Pashto,1
59506,10/1/2023,3890751734.0,Daily 200MB Data Bundle,15.0,NANGARHAR,Pashto,1
33102,10/10/2023,3890778138.0,Daily 200MB Data Bundle,15.0,HERAT,Dari,1
49791,10/21/2023,3890761449.0,Daily 200MB Data Bundle,15.0,BALKH,Dari,1
87707,10/10/2023,3890723533.0,Monthly 20GB for 999AFN,999.0,NANGARHAR,Pashto,1
88113,10/29/2023,3890723127.0,Hourly Bundle 400MB,10.0,KABUL,Pashto,1
30683,10/5/2023,3890780557.0,Daily 200MB Data Bundle,15.0,NIMROZ,Pashto,1
46038,10/1/2023,3890765202.0,Hourly Bundle 400MB,10.0,KABUL,Pashto,1
71203,10/15/2023,3890740037.0,Daily 200MB Data Bundle,15.0,NIMROZ,Dari,1
37929,10/13/2023,3890773311.0,Monthly 550 Min,135.0,JOZJAN,Dari,1
21575,10/22/2023,3890789665.0,Daily 200MB Data Bundle,15.0,GHAZNI,Dari,1
62860,10/15/2023,3890748380.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
84479,10/11/2023,3890726761.0,Hourly Bundle 400MB,10.0,KABUL,Pashto,1
10075,10/30/2023,3890801165.0,Daily 200MB Data Bundle,30.0,BADAKHSHAN,Dari,1
33369,10/8/2023,3890777871.0,Hourly Bundle 400MB,20.0,KABUL,Dari,1
23356,10/28/2023,3890787884.0,Monthly 550 Min,135.0,BALKH,Dari,1
39448,10/19/2023,3890771792.0,Daily 200MB Data Bundle,15.0,GHAZNI,Dari,1
88476,10/11/2023,3890722764.0,Hourly Bundle 400MB,10.0,KONDUZ,Dari,1
21215,10/1/2023,3890790025.0,Hourly Bundle 400MB,10.0,HERAT,Dari,1
64897,10/15/2023,3890746343.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
17625,10/18/2023,3890793615.0,Daily 200MB Data Bundle,15.0,HELMAND,Dari,1
72359,10/13/2023,3890738881.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
95472,10/11/2023,3890715768.0,Daily 200MB Data Bundle,15.0,KABUL,Dari,1
49864,10/21/2023,3890761376.0,Daily 200MB Data Bundle,30.0,KABUL,Dari,1
52081,10/2/2023,3890759159.0,Hourly Bundle 400MB,10.0,HERAT,Dari,1
76490,10/14/2023,3890734750.0,Daily 200MB Data Bundle,30.0,BADAKHSHAN,Dari,1
86021,10/13/2023,3890725219.0,Hourly Bundle 400MB,10.0,KABUL,Dari,1
57320,10/3/2023,3890753920.0,Daily 200MB Data Bundle,15.0,KABUL,Pashto,1
